Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name,Fertilizer Usage (kg/ha)
20.76,48.98,63.92,Black,Tobacco,12,16,10,Gromor(20:20:0:13),92.91389263308096
35.38,56.76,21.51,Black,Millets,37,0,0,Gromor(20:20:0:13),43.63614703945175
28.96,64.48,27.52,Clayey,Oil seeds,14,15,12,Gromor(14:35:14),48.525889380340146
28.62,45.89,61.45,Sandy,Cotton,9,2,7,Urea,108.43239932199273
32.64,66.3,39.89,Black,Ground Nuts,14,20,17,Gromor(20:20:0:13),52.55881836547784
35.16,73.41,48.63,Clayey,Paddy,13,17,18,DAP,117.88975277738575
23.55,54.07,32.68,Loamy,Pulses,16,2,17,Urea,66.26410210360312
27.06,59.18,59.42,Black,Tobacco,9,1,4,Gromor(10:26:26),103.27275191665562
22.0,57.32,45.85,Sandy,Tobacco,5,17,18,Gromor(28:28),71.52862767484302
31.75,57.58,30.58,Clayey,Paddy,0,19,18,Gromor(14:35:14),96.24003279770443
29.11,60.77,61.25,Red,Sugarcane,10,0,41,Gromor(28:28),102.0669094813704
28.85,63.24,39.74,Red,Oil seeds,27,0,19,Gromor(28:28),60.72852195421718
30.29,53.7,25.09,Loamy,Wheat,4,4,26,DAP,77.41695773879182
33.04,63.52,47.86,Black,Paddy,7,0,8,Urea,140.34689284961453
21.37,53.85,26.22,Sandy,Ground Nuts,4,17,17,DAP,58.80891532317383
34.88,62.36,57.79,Clayey,Pulses,36,0,0,Gromor(20:20:0:13),69.35269474496407
27.81,66.3,59.63,Clayey,Cotton,18,1,35,Urea,94.1423099690434
26.02,65.02,48.03,Loamy,Barley,7,9,15,Urea,85.64420655500743
24.9,59.13,55.71,Loamy,Tobacco,6,0,12,DAP,120.24625434934228
39.86,74.47,42.82,Red,Barley,9,10,29,Gromor(10:26:26),56.37124389085363
34.01,55.99,29.3,Sandy,Wheat,24,0,24,Gromor(28:28),63.72717333854054
32.69,57.68,48.14,Loamy,Paddy,39,0,0,Gromor(10:26:26),94.95139778481682
31.99,47.84,39.57,Black,Maize,40,2,1,N-P-K(17:17:17),65.7321246591808
39.59,72.27,42.36,Sandy,Wheat,43,0,0,DAP,79.80742805018757
29.71,48.75,26.24,Loamy,Tobacco,33,1,0,Urea,80.81548432938418
32.0,72.09,42.61,Loamy,Millets,22,0,22,Gromor(28:28),61.5763066073105
39.03,74.51,65.94,Loamy,Wheat,18,0,37,Gromor(10:26:26),95.22390212809388
39.83,65.33,33.3,Sandy,Cotton,9,0,10,Gromor(10:26:26),73.66080536003467
30.53,70.52,56.87,Sandy,Ground Nuts,8,13,25,N-P-K(17:17:17),69.2167363212431
37.44,60.97,52.15,Red,Wheat,4,12,31,N-P-K(17:17:17),81.33167217022017
25.65,56.93,32.12,Clayey,Sugarcane,40,3,0,Urea,94.70629372412847
28.01,69.54,20.78,Loamy,Paddy,37,3,0,Gromor(10:26:26),79.46736542550221
27.33,52.91,29.81,Loamy,Maize,16,4,40,Urea,59.68108701611518
27.0,54.79,41.03,Loamy,Tobacco,41,0,2,Gromor(28:28),72.42836411797308
28.27,45.54,63.35,Loamy,Millets,34,0,4,Gromor(10:26:26),64.3385082051847
39.37,73.58,47.49,Sandy,Barley,44,0,4,Gromor(14:35:14),68.43779509089528
29.14,54.24,24.55,Black,Oil seeds,40,1,2,DAP,61.190892086803686
31.76,43.24,56.29,Clayey,Barley,10,4,18,Gromor(20:20:0:13),79.86039233449452
27.27,59.89,20.0,Sandy,Tobacco,11,0,36,Gromor(10:26:26),53.583716943882905
24.0,49.08,66.12,Red,Millets,10,2,9,Urea,83.4992575673683
34.15,67.47,27.11,Black,Millets,14,3,34,Gromor(10:26:26),46.098280257332966
28.67,58.79,59.0,Sandy,Pulses,35,0,4,Gromor(10:26:26),56.83611102926109
30.11,63.4,62.56,Sandy,Oil seeds,10,9,13,Gromor(20:20:0:13),80.63527061833483
38.97,55.72,35.47,Black,Tobacco,4,19,21,N-P-K(17:17:17),71.52656082460497
32.02,60.85,31.09,Black,Barley,33,4,1,Gromor(28:28),62.9025099857346
28.02,66.84,58.92,Sandy,Paddy,5,12,33,Urea,128.23443204528357
30.66,52.06,46.15,Black,Cotton,21,4,15,Gromor(10:26:26),72.68520024610478
27.05,58.49,39.27,Sandy,Ground Nuts,9,2,15,Gromor(28:28),56.45241540197373
28.21,57.07,40.54,Sandy,Paddy,38,1,4,N-P-K(17:17:17),73.8486897752371
25.6,45.0,55.92,Red,Cotton,10,0,17,Gromor(28:28),94.76122585593863
29.75,61.63,34.96,Black,Tobacco,17,0,31,Gromor(14:35:14),73.88953265401102
35.91,52.46,56.61,Sandy,Tobacco,14,16,13,Gromor(28:28),96.50093302279947
23.45,51.03,44.45,Black,Pulses,36,2,0,DAP,61.32338045626089
35.86,70.31,54.4,Clayey,Ground Nuts,40,3,1,N-P-K(17:17:17),73.72368579568469
29.26,71.92,44.23,Clayey,Pulses,39,4,0,Gromor(20:20:0:13),52.7971437008848
35.79,66.77,34.39,Loamy,Barley,9,0,14,Gromor(14:35:14),75.44091605318482
26.49,47.23,30.23,Red,Barley,17,1,15,DAP,70.4703045780879
25.05,57.08,55.46,Clayey,Tobacco,10,0,41,Gromor(20:20:0:13),84.0383213597584
32.42,54.71,33.03,Sandy,Paddy,13,3,37,Urea,89.3809845731878
39.85,60.31,29.29,Sandy,Cotton,6,9,33,Gromor(10:26:26),55.07771727472529
27.87,61.38,57.51,Red,Pulses,13,16,13,Gromor(10:26:26),68.17586783373727
20.76,55.99,62.58,Clayey,Tobacco,40,0,0,Gromor(20:20:0:13),79.0506281299192
22.3,56.51,42.72,Sandy,Tobacco,1,23,17,Gromor(28:28),75.69179998527625
32.17,55.02,37.37,Sandy,Sugarcane,20,0,14,Gromor(10:26:26),80.39301886595719
32.58,58.58,34.16,Loamy,Maize,18,2,18,N-P-K(17:17:17),65.4389003848031
30.81,63.77,70.0,Red,Maize,18,2,39,Gromor(20:20:0:13),68.90679728772017
32.86,59.79,41.11,Clayey,Sugarcane,33,4,1,Gromor(10:26:26),90.3572856778317
28.58,56.91,45.99,Red,Barley,17,0,12,N-P-K(17:17:17),62.57932405386664
30.9,68.25,36.56,Sandy,Wheat,5,3,29,Urea,73.412472821089
28.35,48.46,32.32,Clayey,Millets,22,0,26,Gromor(28:28),49.7806689088454
30.44,69.49,24.3,Red,Sugarcane,17,0,16,Gromor(28:28),71.91553777807903
22.26,42.14,35.5,Loamy,Millets,22,0,17,Gromor(10:26:26),59.404489793165055
27.59,59.58,58.65,Sandy,Barley,13,7,34,DAP,76.03513331696463
28.0,41.61,30.62,Red,Oil seeds,23,0,22,N-P-K(17:17:17),54.68732458495327
29.15,57.67,32.35,Black,Sugarcane,34,0,1,Gromor(10:26:26),76.57926874367466
31.09,62.05,42.38,Red,Cotton,5,15,18,N-P-K(17:17:17),61.13968268683805
20.86,49.09,28.16,Loamy,Paddy,28,0,20,Gromor(28:28),78.69930802154872
34.1,57.33,56.67,Black,Tobacco,34,0,4,Urea,113.91770728142608
26.9,52.19,33.57,Red,Cotton,31,0,0,N-P-K(17:17:17),70.98793637341784
26.55,52.44,67.67,Black,Ground Nuts,5,0,14,Urea,104.63170086598844
26.56,57.43,26.53,Red,Tobacco,7,17,15,Gromor(14:35:14),65.7900298616442
31.72,58.72,70.0,Sandy,Sugarcane,13,0,42,Gromor(28:28),103.87830187867219
25.55,50.88,27.55,Loamy,Cotton,8,19,12,N-P-K(17:17:17),53.6214354799613
31.42,59.9,29.07,Black,Millets,11,8,30,N-P-K(17:17:17),60.29192405876087
28.24,51.23,42.62,Red,Cotton,19,0,38,DAP,70.18997227060537
30.09,46.89,35.95,Loamy,Wheat,32,4,0,Gromor(14:35:14),72.8227694335275
28.94,62.47,31.99,Loamy,Sugarcane,38,2,3,N-P-K(17:17:17),61.545785912941255
39.33,59.27,40.62,Clayey,Wheat,17,0,43,Gromor(10:26:26),76.83021988559975
29.89,55.53,32.61,Loamy,Barley,17,0,14,Gromor(20:20:0:13),63.522757157860525
30.28,56.11,40.03,Sandy,Pulses,33,4,2,Gromor(20:20:0:13),48.11099501195966
40.0,63.63,40.65,Clayey,Millets,10,3,27,N-P-K(17:17:17),63.86465288364883
36.4,55.11,26.14,Red,Wheat,18,0,17,DAP,77.28105895941997
27.28,47.79,29.37,Clayey,Millets,25,0,18,Urea,53.0348792004724
27.38,53.83,55.09,Red,Maize,15,0,40,Gromor(28:28),77.89519307229904
29.14,64.95,36.54,Black,Paddy,12,0,35,N-P-K(17:17:17),91.17319285216999
32.93,62.73,59.96,Loamy,Paddy,17,0,37,Gromor(10:26:26),104.9729528298218
24.71,50.55,62.03,Red,Pulses,8,0,10,N-P-K(17:17:17),79.40995091558703
29.94,58.85,54.14,Sandy,Cotton,12,14,12,DAP,88.4768014620415
29.48,59.59,66.35,Black,Pulses,26,3,20,Gromor(10:26:26),76.13848928076487
31.0,51.8,44.91,Sandy,Sugarcane,15,2,12,Gromor(20:20:0:13),81.14498261877688
28.55,67.66,35.99,Loamy,Pulses,12,3,39,Gromor(20:20:0:13),50.67790997817415
31.06,58.49,40.24,Black,Cotton,6,15,19,DAP,77.53121852410162
23.88,52.3,27.19,Black,Cotton,35,0,0,DAP,66.8078496369355
30.3,45.03,57.51,Loamy,Sugarcane,12,3,13,N-P-K(17:17:17),104.07835886151783
23.43,55.73,32.02,Sandy,Millets,25,1,14,Gromor(20:20:0:13),49.10005715909932
30.56,67.31,36.79,Clayey,Sugarcane,12,4,10,Gromor(20:20:0:13),81.58657113361747
27.68,57.8,70.0,Red,Wheat,4,11,27,Gromor(14:35:14),88.89364743103395
25.34,50.98,53.43,Loamy,Oil seeds,12,0,43,Gromor(10:26:26),67.32704969248051
24.4,47.18,49.55,Loamy,Cotton,7,18,16,N-P-K(17:17:17),70.76325322243721
31.8,56.53,35.42,Loamy,Barley,7,0,5,Gromor(14:35:14),71.48603653294073
22.54,58.92,51.76,Red,Maize,10,4,11,Gromor(10:26:26),75.91640433890684
35.49,77.62,56.57,Clayey,Ground Nuts,12,9,30,Gromor(20:20:0:13),80.03233751802024
25.05,49.33,48.69,Loamy,Maize,19,1,23,DAP,66.12560493050444
26.52,47.52,49.4,Red,Oil seeds,14,6,32,N-P-K(17:17:17),52.7238116929886
36.29,74.2,54.68,Sandy,Paddy,42,3,0,N-P-K(17:17:17),86.29858419067116
32.94,50.95,43.98,Sandy,Barley,42,3,0,DAP,63.629465266615966
27.87,49.55,33.0,Clayey,Tobacco,12,0,38,Urea,97.52005080873386
29.86,65.84,66.44,Red,Barley,2,13,34,Gromor(28:28),83.7813768461629
30.39,54.61,51.82,Black,Tobacco,27,0,20,Gromor(14:35:14),84.15036991070438
23.19,50.83,60.22,Sandy,Millets,7,0,11,N-P-K(17:17:17),70.19518249839821
25.12,58.07,40.47,Sandy,Sugarcane,12,2,10,Gromor(14:35:14),93.73130621228199
29.41,52.87,50.35,Black,Cotton,7,6,31,N-P-K(17:17:17),73.77856723049172
38.48,80.0,59.16,Red,Oil seeds,37,0,0,Urea,96.7461080910759
25.8,57.61,40.46,Red,Barley,2,17,17,DAP,64.40863515045496
25.27,55.44,29.6,Clayey,Ground Nuts,16,3,12,Gromor(10:26:26),58.823884901053546
26.56,58.48,45.6,Sandy,Ground Nuts,10,9,36,DAP,69.33688733651522
30.71,56.3,70.0,Black,Maize,2,8,27,Gromor(10:26:26),89.55278714909488
24.99,65.8,51.83,Black,Barley,12,12,25,Gromor(10:26:26),61.88120348728447
28.61,46.05,42.05,Sandy,Oil seeds,11,16,20,Gromor(28:28),65.69208197328109
32.63,64.54,36.41,Clayey,Ground Nuts,4,22,18,Gromor(28:28),70.03931788703055
24.98,47.19,51.65,Sandy,Oil seeds,30,3,2,Gromor(28:28),69.34069520593907
27.93,46.76,56.5,Black,Paddy,7,2,15,Gromor(28:28),129.2144065325257
31.01,66.62,62.69,Sandy,Tobacco,17,2,36,Urea,98.8727558789272
39.26,60.36,29.14,Loamy,Maize,14,0,40,N-P-K(17:17:17),64.17692035403486
31.29,59.62,56.81,Sandy,Oil seeds,14,8,9,N-P-K(17:17:17),69.67371001199336
32.1,50.44,47.36,Red,Pulses,10,4,32,Urea,65.35907919268458
28.35,59.56,34.46,Red,Pulses,45,3,0,Gromor(10:26:26),47.415097336819535
26.57,54.52,46.1,Black,Wheat,39,0,0,DAP,81.55182417365452
40.0,77.35,41.55,Sandy,Ground Nuts,6,5,28,Gromor(10:26:26),59.71098670682458
37.24,59.64,30.67,Red,Ground Nuts,41,0,2,Gromor(28:28),58.70129018656222
28.4,57.3,49.24,Clayey,Sugarcane,8,17,10,DAP,103.08164929531624
33.83,56.31,25.41,Sandy,Maize,18,0,23,Gromor(20:20:0:13),58.73861904050404
27.47,58.13,56.8,Black,Tobacco,10,13,9,Gromor(14:35:14),94.22728809135168
32.01,56.9,39.16,Red,Sugarcane,17,13,14,Gromor(20:20:0:13),73.23978227225724
23.69,59.77,47.95,Clayey,Pulses,39,1,0,DAP,64.73306748288532
30.22,60.34,59.66,Black,Paddy,9,0,14,Urea,150.0
25.24,46.57,36.23,Loamy,Maize,32,0,0,Urea,66.26283563491882
26.8,60.69,60.28,Loamy,Wheat,15,0,11,N-P-K(17:17:17),83.45009925629925
32.37,56.56,65.45,Sandy,Ground Nuts,37,3,0,Gromor(10:26:26),61.611172727098364
23.86,55.45,24.43,Loamy,Millets,13,0,35,Urea,59.3629749337567
34.18,58.31,46.39,Sandy,Maize,36,0,0,Gromor(28:28),75.02618519626904
39.42,76.38,57.33,Black,Maize,13,3,43,N-P-K(17:17:17),77.45413296965205
24.86,54.46,36.36,Clayey,Millets,37,0,0,Urea,73.36696710584125
32.95,62.26,50.04,Sandy,Paddy,14,17,7,Gromor(28:28),104.97926273330268
29.78,59.94,29.17,Sandy,Pulses,22,0,19,N-P-K(17:17:17),43.30691828077952
27.48,60.62,44.8,Black,Sugarcane,14,2,11,Gromor(20:20:0:13),86.41426217802749
36.73,71.35,70.0,Black,Sugarcane,11,4,38,Urea,143.7778771631339
27.49,63.32,26.02,Red,Pulses,13,0,38,Urea,66.477564405592
30.69,59.81,37.29,Loamy,Oil seeds,21,0,23,Urea,67.91333013742963
29.14,58.46,36.98,Loamy,Barley,40,0,3,Gromor(10:26:26),54.17901842913167
32.52,57.58,57.94,Clayey,Maize,42,0,0,N-P-K(17:17:17),69.03664301687218
23.05,52.61,60.11,Black,Tobacco,31,0,3,Gromor(28:28),92.33003497540065
29.48,60.63,42.23,Clayey,Ground Nuts,5,8,19,N-P-K(17:17:17),60.030028078528844
25.33,53.26,27.11,Red,Pulses,12,3,38,Gromor(10:26:26),45.114543788340875
26.0,57.01,31.36,Loamy,Oil seeds,42,0,0,N-P-K(17:17:17),60.11358501345299
30.09,62.9,44.53,Red,Sugarcane,38,0,0,N-P-K(17:17:17),85.69748342314843
27.83,53.2,58.73,Loamy,Pulses,14,0,32,N-P-K(17:17:17),60.04432903361013
37.81,73.97,40.95,Black,Maize,13,2,36,N-P-K(17:17:17),64.65360417366709
36.87,61.5,54.95,Loamy,Tobacco,12,4,8,N-P-K(17:17:17),98.13564418589397
30.98,66.44,29.27,Sandy,Cotton,35,4,0,N-P-K(17:17:17),48.349987390538125
30.41,52.79,24.79,Red,Paddy,38,2,0,Urea,94.91938591610291
35.69,58.61,58.14,Red,Maize,14,9,10,Gromor(20:20:0:13),73.56124884821065
23.11,53.38,41.79,Black,Millets,20,0,23,N-P-K(17:17:17),56.03179454655445
23.82,59.74,65.58,Black,Tobacco,7,1,4,N-P-K(17:17:17),113.56410956992163
34.2,72.31,28.33,Black,Tobacco,33,0,0,Gromor(14:35:14),73.11401259804204
34.22,74.96,58.79,Red,Oil seeds,13,0,9,Gromor(28:28),87.15178606576708
36.98,73.11,41.32,Clayey,Paddy,41,4,0,Gromor(28:28),105.54102232597721
34.68,76.53,33.78,Black,Millets,9,0,44,Urea,65.24158966656718
24.22,50.03,55.39,Clayey,Barley,9,0,37,Gromor(20:20:0:13),83.85073425698762
34.25,73.29,38.06,Loamy,Oil seeds,8,1,7,Gromor(14:35:14),76.87025422533019
31.43,64.88,54.37,Sandy,Barley,1,8,27,Gromor(28:28),82.90117515769924
31.14,61.27,45.36,Black,Barley,14,1,17,N-P-K(17:17:17),73.39936238938421
24.69,54.86,47.9,Black,Ground Nuts,26,0,18,Gromor(28:28),68.35495403860733
30.39,67.95,35.69,Sandy,Wheat,20,0,18,DAP,67.67365766843338
28.44,46.2,34.75,Clayey,Millets,15,3,15,Gromor(14:35:14),59.275711850484626
30.6,56.63,35.82,Black,Pulses,1,23,25,Gromor(10:26:26),52.81116118922673
25.64,56.54,49.67,Red,Maize,12,12,22,Gromor(28:28),61.580311339782725
33.35,59.4,66.69,Loamy,Pulses,32,2,4,Gromor(10:26:26),68.65843376909777
23.15,58.66,63.44,Loamy,Pulses,37,1,2,N-P-K(17:17:17),60.04903853867911
34.48,70.08,59.13,Clayey,Pulses,25,4,18,N-P-K(17:17:17),68.75611547853269
28.39,51.27,70.0,Clayey,Ground Nuts,10,1,32,N-P-K(17:17:17),82.33219596739632
39.9,73.93,32.55,Black,Wheat,9,9,27,N-P-K(17:17:17),67.34929198884282
32.98,58.76,28.59,Clayey,Cotton,13,10,31,Gromor(10:26:26),65.53899100293245
29.66,49.78,23.81,Black,Ground Nuts,12,18,8,Urea,65.9355819924951
30.69,58.35,21.33,Black,Ground Nuts,4,9,27,N-P-K(17:17:17),51.61521708741631
23.98,48.21,35.49,Black,Maize,35,3,1,Gromor(20:20:0:13),55.3051077043439
28.52,72.19,59.12,Clayey,Tobacco,5,12,33,Gromor(14:35:14),98.22479625803203
31.01,60.4,43.04,Clayey,Millets,12,9,20,DAP,70.84004831630112
27.53,47.05,22.75,Clayey,Cotton,9,0,8,Gromor(28:28),75.59557296150805
36.9,52.23,24.84,Black,Oil seeds,12,0,33,Gromor(10:26:26),57.10589208243018
29.16,61.51,34.35,Black,Sugarcane,35,0,0,Gromor(20:20:0:13),72.17643243276316
27.28,53.81,39.02,Sandy,Ground Nuts,18,0,23,DAP,56.42123475817382
33.4,58.26,40.56,Red,Barley,14,2,32,Gromor(20:20:0:13),48.92809310446124
31.02,54.58,45.71,Red,Barley,11,0,12,Gromor(10:26:26),73.06261217257193
24.23,64.12,49.89,Loamy,Oil seeds,26,0,24,Gromor(20:20:0:13),50.295685835873115
21.96,40.71,40.64,Clayey,Oil seeds,9,19,11,Gromor(20:20:0:13),60.44594774678072
34.33,69.34,32.53,Loamy,Maize,44,4,4,Gromor(14:35:14),54.57813731571103
30.88,66.31,38.96,Clayey,Maize,24,0,24,Gromor(20:20:0:13),61.534475326768415
21.52,61.31,30.52,Loamy,Ground Nuts,9,0,37,Gromor(14:35:14),46.48042191062284
29.67,64.78,21.0,Black,Barley,12,0,42,Urea,68.18529908704107
30.52,62.11,23.07,Black,Pulses,33,1,4,Gromor(28:28),59.549041096544485
26.59,52.55,41.35,Sandy,Maize,7,0,46,N-P-K(17:17:17),51.063780789409506
32.62,59.63,50.0,Clayey,Oil seeds,9,19,22,Gromor(10:26:26),61.20560882444053
32.95,59.16,69.03,Clayey,Cotton,33,1,0,Gromor(20:20:0:13),91.83272039663669
28.56,43.97,24.88,Loamy,Tobacco,10,11,8,N-P-K(17:17:17),73.37435825265997
35.74,66.71,37.68,Sandy,Pulses,10,9,32,DAP,48.53776566564869
26.35,50.4,53.76,Black,Tobacco,12,0,32,Gromor(10:26:26),88.85514399900882
33.8,70.5,42.98,Sandy,Cotton,7,4,32,Gromor(20:20:0:13),56.30818729320341
28.08,58.23,37.23,Clayey,Tobacco,39,2,0,Gromor(14:35:14),83.20310299155287
32.56,71.98,46.27,Loamy,Wheat,20,1,21,Gromor(14:35:14),76.57664545227823
29.64,49.17,34.47,Clayey,Wheat,19,0,16,N-P-K(17:17:17),76.39845554932789
31.55,58.9,47.7,Sandy,Ground Nuts,5,16,18,DAP,64.3399564765959
35.51,53.67,32.47,Clayey,Pulses,33,0,0,DAP,74.30248087786848
33.2,60.31,55.18,Black,Paddy,12,10,30,Gromor(28:28),115.5111006972572
23.28,48.32,43.9,Red,Paddy,8,11,13,Gromor(20:20:0:13),81.00419473416515
40.0,65.13,40.28,Loamy,Barley,9,0,39,Urea,80.00130465346425
27.91,62.4,41.2,Red,Pulses,8,16,17,Gromor(28:28),61.9791537763071
23.03,49.38,40.47,Black,Wheat,23,0,18,Gromor(10:26:26),70.22874708650824
25.88,54.24,40.43,Clayey,Tobacco,39,4,4,DAP,82.43667252683787
31.64,51.55,63.79,Loamy,Tobacco,35,2,2,Gromor(28:28),90.88502374995325
27.32,59.41,44.2,Loamy,Tobacco,7,12,21,Urea,97.17735045658405
33.87,61.94,45.99,Loamy,Cotton,10,19,16,Gromor(14:35:14),69.53838988061678
30.04,44.44,43.27,Clayey,Sugarcane,8,10,10,N-P-K(17:17:17),86.47607236113699
37.53,59.1,32.18,Red,Ground Nuts,10,3,37,Gromor(14:35:14),47.43974407927684
33.8,60.2,43.21,Sandy,Tobacco,16,0,27,Urea,75.35299392686511
21.7,60.92,26.89,Sandy,Ground Nuts,11,12,21,Gromor(28:28),54.33989855003698
31.15,63.09,30.51,Clayey,Ground Nuts,4,5,32,Gromor(20:20:0:13),44.1124654560447
27.1,42.29,35.96,Black,Paddy,9,4,39,Urea,107.85083871028942
33.97,66.11,59.93,Clayey,Wheat,36,0,0,Gromor(14:35:14),92.16327268716807
32.8,46.19,20.0,Red,Maize,8,6,28,DAP,61.11317488232436
32.16,70.3,57.02,Black,Tobacco,30,0,0,Gromor(20:20:0:13),92.6025614913137
24.65,46.46,27.78,Sandy,Paddy,10,0,40,Gromor(14:35:14),69.35265558177672
29.46,43.41,40.69,Black,Wheat,18,0,20,Gromor(10:26:26),74.25389481419084
28.74,50.71,37.75,Loamy,Tobacco,18,1,19,Gromor(20:20:0:13),75.22361172554584
40.0,74.62,44.27,Red,Sugarcane,37,4,3,Gromor(14:35:14),88.13180204335424
28.67,61.38,48.54,Black,Maize,24,0,24,Gromor(14:35:14),62.55866679163958
22.28,43.79,63.73,Clayey,Maize,11,3,6,Gromor(28:28),95.85554523852011
32.21,72.67,58.11,Clayey,Oil seeds,36,4,3,Gromor(20:20:0:13),68.41352778372845
27.73,61.49,20.0,Clayey,Maize,14,0,35,Urea,68.08526678320177
25.85,55.63,47.46,Clayey,Oil seeds,19,4,26,Gromor(20:20:0:13),61.39152427682305
27.63,56.77,28.61,Clayey,Cotton,37,0,4,Gromor(10:26:26),62.665279508592235
30.45,71.76,45.74,Red,Oil seeds,14,11,13,DAP,74.90190047118047
20.48,55.53,65.44,Loamy,Ground Nuts,10,12,12,Urea,87.61361067963423
34.12,58.21,42.94,Sandy,Pulses,11,2,39,Gromor(10:26:26),63.22949652700828
25.45,45.61,41.12,Clayey,Maize,0,17,19,Gromor(10:26:26),62.43224900331012
21.54,58.62,46.04,Red,Paddy,22,4,20,Gromor(20:20:0:13),80.87890289418891
27.08,64.97,38.34,Red,Ground Nuts,9,3,18,Urea,69.65747741481208
27.06,51.6,51.94,Clayey,Millets,39,3,0,Gromor(14:35:14),66.37742545317268
31.67,48.24,38.06,Black,Paddy,28,1,21,Gromor(14:35:14),88.56473746234862
39.89,63.45,47.15,Sandy,Barley,12,14,19,N-P-K(17:17:17),66.36027713744501
22.85,56.83,57.72,Red,Cotton,9,4,14,Gromor(28:28),93.80050048933066
33.18,56.59,53.96,Black,Pulses,3,12,25,Gromor(20:20:0:13),69.26757977087195
32.8,44.88,49.08,Red,Pulses,34,0,1,DAP,77.39253826557282
25.71,51.75,70.0,Black,Wheat,18,3,38,Gromor(14:35:14),92.69910143520349
37.03,70.38,61.08,Black,Cotton,6,6,29,Urea,119.65619020877205
37.68,67.03,20.0,Red,Tobacco,7,7,33,N-P-K(17:17:17),69.21139812902612
24.32,56.65,22.81,Red,Sugarcane,12,0,37,Gromor(28:28),62.19434742039423
25.38,60.83,22.64,Clayey,Tobacco,40,0,0,DAP,78.1490762743202
34.73,68.13,39.85,Sandy,Barley,24,0,21,Gromor(20:20:0:13),56.388015642815425
35.89,52.9,44.55,Red,Barley,20,0,19,Gromor(20:20:0:13),65.60818003924622
34.17,68.22,31.05,Loamy,Tobacco,16,3,9,Gromor(28:28),70.9698235957838
26.14,57.83,37.34,Sandy,Maize,38,0,0,Gromor(14:35:14),55.589988963683105
34.08,62.7,32.05,Black,Maize,21,1,18,DAP,67.37848578794095
24.46,65.27,48.51,Red,Millets,28,0,24,Gromor(20:20:0:13),47.447736570709324
31.49,47.25,30.78,Loamy,Cotton,35,0,0,N-P-K(17:17:17),69.82386303627142
25.74,52.83,35.38,Red,Maize,7,17,13,Gromor(14:35:14),60.54505742287171
40.0,63.46,40.95,Red,Maize,11,1,35,Urea,83.34303893998084
36.68,65.54,46.65,Red,Tobacco,7,15,18,Gromor(28:28),84.3783267169834
30.4,44.22,31.39,Loamy,Maize,44,2,0,Gromor(28:28),50.38925006016635
26.5,57.72,35.19,Red,Pulses,16,0,8,Gromor(28:28),69.25734905622137
29.16,51.64,30.31,Clayey,Maize,18,0,32,Gromor(28:28),67.88420775273846
35.74,79.96,27.81,Clayey,Millets,8,0,41,Gromor(10:26:26),66.59254452379817
32.83,69.35,43.35,Red,Pulses,25,0,32,Gromor(20:20:0:13),49.66939250527956
32.97,44.31,46.49,Red,Maize,33,2,0,DAP,72.56215402260251
33.07,62.75,57.16,Clayey,Pulses,7,11,27,DAP,78.76645319144782
26.12,46.35,49.55,Loamy,Oil seeds,0,22,14,Urea,83.70372415425541
30.64,61.94,52.25,Red,Pulses,14,13,9,Gromor(20:20:0:13),68.06894047948089
25.99,60.98,37.81,Loamy,Paddy,39,0,0,N-P-K(17:17:17),80.66299620523475
30.96,71.01,55.69,Red,Oil seeds,9,16,15,Gromor(28:28),79.32198003811544
22.33,48.89,28.54,Black,Tobacco,6,19,17,DAP,81.6879144143254
25.13,69.36,50.28,Clayey,Barley,9,2,8,DAP,91.65135140078696
37.01,72.38,44.71,Sandy,Oil seeds,8,0,13,DAP,81.70776007604854
37.11,61.41,60.83,Sandy,Maize,8,13,16,Gromor(14:35:14),76.95262784177065
30.01,67.64,26.5,Red,Wheat,38,2,3,Gromor(28:28),58.43250531796032
21.44,57.52,58.64,Black,Cotton,7,0,5,Gromor(28:28),96.28052756994842
30.58,53.33,39.94,Red,Cotton,14,1,16,Gromor(28:28),72.09449268057793
33.31,63.71,32.94,Loamy,Paddy,6,0,37,Gromor(14:35:14),89.5564612190021
32.27,66.81,57.12,Red,Oil seeds,16,3,11,Gromor(10:26:26),84.35050109675646
38.18,72.68,52.23,Clayey,Barley,42,0,0,Gromor(14:35:14),76.77547653811955
28.07,57.06,54.6,Black,Oil seeds,12,0,17,Gromor(14:35:14),79.7505807171665
28.94,58.91,26.54,Clayey,Maize,32,0,3,Urea,79.37713739132758
28.86,52.28,28.12,Red,Wheat,13,0,40,Gromor(10:26:26),57.173032531619604
30.07,62.6,54.75,Clayey,Ground Nuts,8,15,17,Gromor(20:20:0:13),73.28434343945194
38.21,60.25,49.83,Black,Barley,13,4,38,N-P-K(17:17:17),66.57664267732106
40.0,80.0,53.26,Sandy,Sugarcane,39,0,4,N-P-K(17:17:17),84.48539727645785
34.24,66.72,42.15,Clayey,Millets,26,4,23,DAP,54.855724706041606
24.27,51.0,30.89,Red,Sugarcane,17,1,18,N-P-K(17:17:17),68.9976748096394
29.16,58.29,45.56,Red,Tobacco,23,0,19,Gromor(14:35:14),68.72203697762842
36.0,70.93,50.56,Sandy,Oil seeds,5,8,23,Gromor(10:26:26),74.27847261638736
26.84,45.54,50.57,Loamy,Barley,12,14,17,N-P-K(17:17:17),68.41428732485375
